Folio,Fecha,Ubicacion,Colonia,Hora,Tipo,COORDENADAS,Comentarios
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670223"" target=""_blank"">44670223</a>",19/04/2021,; AV 14 PTE 1509,BARRIO DE SAN MIGUELITO/PUEBLA/PUEBLA,18:39:02,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"19.05572449187619, -98.20681657314091","***APP SEG INCLUYENTE****, ZONA :   4 VECTOR:    418 UNIDAD :   DCT-510, ELEMENTOS :   JOSEFINA PEREZ CASTANEDA REAL : NO, PRUEBA :      SI REPORTE POLICIAL :  ME, ENTREVISTÓ CON LA SEÑORA DESCRIPCION DE LOS, HECHOS:      PRUEBA POR PARTE DE PREVENCION DEL, DELITO CON PETICIONARIOS DESPACHADOR :, ALEJANDRO TIEMPO DE ATENCION :    11  MINUTOS, ESTATUS** CERRADO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670242"" target=""_blank"">44670242</a>",19/04/2021,;CALLE LOMA VERDE NO. 10 CASA 2 ENTRE CALLE LAS FUENTES Y CALLE PLANCEROS,ARBOLEDAS GUADALUPE/PUEBLA/PUEBLA,18:41:21,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"19.062312040471344, -98.17462540197727","[CELL], SOLICITA UNIDAD DE POLICIA POR PLEITO CON SU, HERMANA , REFIERE QUE AL MORIR SU PAPA , SU, HERMANA HA QUERIDO QUEDARSE CON LA CASA, EN ESTOS MOMENTOS ESTA CON UN CERRAJERO, INTENTANDO ENTRAR EN LA CASA , LA CUAL SEGUN EL, PETICIONARIO NO LE PERTENECE, DESEA ENTREVISTARSE CON POLICIA, UNIDAD VP-228 ABORDO LOS ELEMENTOS:  S/P CANTU, REYES ALICIA S/P AMADOR RUIZ JULIO CESAR, UNIDAD VP-228 INFORMA PETICIONARIO NO SALE DE, DOMICILIO PARA ENTREVISTA, POR PARTE DE TORRE 2, SE DEVUELVE LLAMADA A PETICIONARIO INDICA QUE, SALE DEL DOMICILIO Y NEGATIVO QUE SALGA, NUEVAMENTE SE REALIZA LLAMADA Y MANDA A BUZÓN,, OFICIALES TOMAN GRAFICAS Y CONTINUAN CON SU, RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670250"" target=""_blank"">44670250</a>",19/04/2021,; INDEPENDENCIA //LIBERTAD,INFONAVIT SAN MIGUEL MAYORAZGO/PUEBLA/PUEBLA,18:42:11,PERSONA SOSPECHOSA,"18.992274822795423, -98.25081307167899","CELL 12 DE OCTUBRE/PROGRESO, 111835, REFIERE UN MASCULINO UN DIA LA SIGUIO, EN ESTE, MOMENTO LO VE EN EL LUAGR, ESTA EN UN AUTO CHEVY COLOR VINO, VISTE CAMISA COLOR VINO, MHX4718, TEL/CEL, OK, ZONA 7, UNIDAD AL LUGAR, SE HACCE EXTENSA BUSQUEDA,, INSPECCCION PERO NEGATIVO DE ENCONTRAR ALGO,, DEJANDO EL LUGAR SIN ALTERACION, LA UNIDAD, CONTINUA CON SU RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670260"" target=""_blank"">44670260</a>",19/04/2021,; AV DE LAS TORRES Y NACIONAL,INFONAVIT EL CARMEN GASTRONOMICOS/PUEBLA/PUEBLA,18:44:02,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,"19.003658072862844, -98.23485894174259","PET REPORTA QUE HAY VARIOS LIMPIA PARABRISAS Y, ESTAN MUY DROGADOS ATRAVEZANDO LA CALEL SIN, FIJARSE , PODRIAN OCACIONAR UN ACCIDENTE, TEL CEL OK, SSC 701 ABORDO OMEGA 7 CMTE.- JUAN CARLOS FLORES, VAZQUEZ/ALEJANDRO RAMOS GUZMAN, LA UNIDAD ARRIBA AL PUNTO, Y LOS LIMPIAPARABRISAS, ACCEDEN A RETIRARSE , EL PUNTO QUEDA SIN, ALTERACION, SE MANDA EVIDENCIA GRAFICA Y LA, UNIDAD CONTINUA CON SU RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670277"" target=""_blank"">44670277</a>",19/04/2021,;CALLE 50 PTE NUM 505 ESQ 7 NTE,SANTA MARIA/PUEBLA/PUEBLA,18:46:14,PERSONA AGRESIVA,"19.06565933514666, -98.19178315964999","[CELL], PET REPORTA A UN MASCULINO AGRESIVO, QUE ESTA TOCANDO LA PUERTA DE SU DOMICILIO PIDE, APOYO DE UNIDAD, PARA QUE LO RETIREN, TEL CEL OK, UNIDAD VP-408/ GALLARDO VELEZ OMAR /CAMPOS ORTIZ, ALFONSO, ATIENDE POLICIA MUNICIPAL, SE REGRESA LLAMADA A PETICIONARIA MARIA FLORES, 2224244736 INDICA QUE LA PERSONA AGRESIVA SE, RETIRO DEL LUGAR AGRADECE EL APOYO YA NO SE, ENCUENTRA ELLA EN SU DOMICILIO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670280"" target=""_blank"">44670280</a>",19/04/2021,; MIGUEL HIDALGO Y MATAMOROS,GONZALO BAUTISTA/PUEBLA/PUEBLA,18:46:33,PERSONA SOSPECHOSA,"19.035879924627753, -98.14889964430475","[CELL], MENCIONA DE DOS MASCULINOS UNO CON PLAYERA COLOR, ROJA Y EL OTRO EST SIN PLAYERA, LO QUERIAN ASALTAR A UN  TRANSEUNTE, PIDE PAOYO DE UNIDAD D EPOLICIA, TELCEL//, OK, INDICA PET DE NOMBRE CADENA VALECE EDUARDO, NUMERAL 2222387787 QUIEN REPORTA QUE PRESENCÍA, UNA RIÑA ENTRE DOS MASCULINOS, AL LLEGAR LA, UNIDAD YA SE ENCONTRABA EL LUGAR SIN NOVEDAD."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670307"" target=""_blank"">44670307</a>",19/04/2021,;AVENIDA CAMINO REAL A MANZANILLA Y CALLE H,PARQUE INDUSTRIAL PUEBLA 2000/PUEBLA/PUEBLA,18:48:45,PERSONA DETENIDA,"19.065186173969735, -98.16012017182386","UNIDAD   SSC-027  HORA Y LUGAR:   16:30HRS, COLONIA:  PARQUE INDUSTRIAL PUEBLA 2000  PUEBLA, PUEBLA  TIPO DE EVENTO: ALTERAR ORDEN PÚBLICO Y, TRAQUILIDAD SOCIAL   DATOS DEL DETENIDO:   VÍCTOR, HUGO ROJAS ROJAS   EDAD:22  FECHA DE, NACIMIENTO:01 DE OCTUBRE DE 1998  DIRECCIÓN:, CALLE BEJUCO   NUMERO:5213  COLONIA: BOSQUES DE, MANZANILLA  ORIGINARIO: PUEBLA  ESCOLARIDAD:, PRIMARIA  APODO:   OFICIO: COMERCIANTE  TATUAJES, : 2, BRAZO   PERFORACIONES: 1 CEJA, 1 OREJA, CONFLEXION:DELGADA  ESTATURA:1.60 CM  APROXIMADO, FOLIO  DICTAMEN MEDICO: 04230  REMISIÓN:257199, OFICIALES QUE PONEN A DISPOSICIÓN: XOCHITL ELENA, RAMÍREZ LÓPEZ LUIS MANUEL JIMENES HERNÁNDEZ, NÚMERO CONTACTO: 2211338560   MARICELA ROJAS, GUEVARA    PARENTESCO: MADRE, IPO DE EVENTO: ALTERAR ORDEN PUBLICACIÓN Y, TRANQUILIDAD SOCIAL   DATOS DEL DETENIDO:   IRVIN, URIEL FLORES CUATLAYOL  EDAD:17  FECHA DE, NACIMIENTO:16DE AGOSTO DE 2014  DIRECCIÓN: CALLE, EDISON   NUMERO:13  COLONIA: TEOPLATLAN, ORIGINARIO: PUEBLA  ESCOLARIDAD: PRIMARIA  APODO:, CHINO  OFICIO: COMERCIANTE  TATUAJES : NO, PERFORACIONES: 2OREJA, 1 LABIO Y 1 LENGUA, CONFLEXION:DELGADA  ESTATURA:1.60 CM  APROXIMADO, FOLIO  DICTAMEN MEDICO:04231  REMISIÓN:257200, *AUTORIDAD QUE RECIBE MINISTERIO PUBLICO JUEZ, CALIFICADOR PARA MENORES   OFICIALES QUE PONEN A, DISPOSICIÓN: TOMAS GARCÍA AGUIRRE  NÚMERO, CONTACTO: 2213767100   MARCELA CUATLAYOL PADILLA, CDI: FGEP/CDI/FEIDAI/FLAGRANCIA-1/006051/2021, DELITOS CONTRA LA SALUD ?	EFREN JESUS FLORES, CUATLAYOTL DE 18 AÑOS REMISION 257201 ZONA 2, (GIP)"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670329"" target=""_blank"">44670329</a>",19/04/2021,;ART 13 ESQ CONSTITUYENTES,CONSTITUCION MEXICANA/PUEBLA/PUEBLA,18:50:39,DAÑO A PROPIEDAD AJENA,"18.958052805872963, -98.23619645965128","PET REPORTA A UN MASCULINO QUE ESTA AVENTANDO, PIEDRAS A SU PROPIEDAD, PIDE APOYO, PARA QUE LO RETIREN DEL LUGAR, MENCIONA PET QUE EL MASCULINO VISTE DE MEZCLILLA, Y PLAYERA NEGRA, TEL CEL OK, NDICA CABINA ZONA 8 : REPORTA AL LUGAR UNIDAD VP-, 804 POL. ARCE LUNA MIGUEL DAVID Y POL: TELLEZ, CARREON REYNA IVETH, UNIDAD AL LUGAR, SE REALIZA LLAMADA A, PETICIONARIO INDICA SALE PERO NEGATIVO DE QUE, ALGUIIEN REFIERA ALGO, SE HACE EXTENSO RECORRIDO,, LA UNIDAD CONTINUA."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670350"" target=""_blank"">44670350</a>",19/04/2021,; NUEVO LEON NUM 328 ESQ MORELOS,MEXICO 83/PUEBLA/PUEBLA,18:52:50,CONSUMO DE ALCOHOL EN VIA PUBLICA,"19.08290328623257, -98.17213548848615","REPORTA QUE SUS VECINOS ESTÁN EN LA CALLE AFUERA, DE LA CASA CONSUMIENDO ALCOHOL Y CON EL VOLUMEN, ALTO DE LA MÚSICA, TEL CEL, OK, UNIDAD JA-014 ABORDO LO ELEMENTOS: S/PPENICHE, GONZALEZ NEFTHALI  Y S/P GARRIGOS DIAZ WENDOLYN, SE ATENDIO EN EL FOLIO 44669959  INDICA FORTALEZA, YA ES REPETIDO, UNIDAD JA-014 INFORMA MASCULINOS AL PERCATARSE DE, LA UNIDAD DISMINUYEN VOLUMEN ASI MISMO HACEN CASO, A RECOMENDACION QUEDANDO EL PUNTO SIN NOVEDAD."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670388"" target=""_blank"">44670388</a>",19/04/2021,; CERRADA DE OLMOS 5 EDIF F // AV XONACATEPEC,INFONAVIT AMALUCAN/PUEBLA/PUEBLA,18:57:05,VIOLENCIA CONTRA LA MUJER,"19.049839336444986, -98.15262640197741","REFIERE A SU VECINA SU ESPOSO LE PEGA, LA ESTA AGREDIENDO, LA FEMENINA GRITA QUE LA AYUDEN, TEL/CEL, OK, //, ENTERADA TELMUJER, //, UNIDAD SSC-030 A BORDO LUNA MEZA ERIKA Y CAMACHO, VÁZQUEZ JORGE ANTONIO., UNIDAD VP-321 A BORDO HERNÁNDEZ SÁNCHEZ ARIAM Y, JIMÉNEZ LÓPEZ PABLO. EN EL LUGAR , INDICA QUE SON, PROBLEMAS DE PAREJA , ASI MISMO MENCIONAN QUE, ELLOS NO SOLICITARON APOYO POR ENDE NO, PROPORCIONAN DATOS QUEDA SIN NOVEDAD EL PUNTO, //, ENTERADA TELMUJER"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670392"" target=""_blank"">44670392</a>",19/04/2021,;NARANJO 5002 ENTRE CALLES => CAMINO A RESURRECCION Y BOSQUES DE MANZANILLA,BOSQUES DE MANZANILLA/PUEBLA/PUEBLA,18:57:30,PERSONA AGRESIVA,"19.068888669586393, -98.14707947987138","WHATSAPP, 1 SUJETO AGRESIVO DENTRO DE TIENDA, UNIDAD VP-305 A BORDO XOLOT GARCÍA JOSÉ LUIS Y, PRISCO MENDOZA JESÚS., SE ENCUENTRA SIN NOVEDAD EL LUGAR SE ENVÍA, EVIDENCIA DEL LUGAR. REFIEREN NO HABER PEDIDO EL, APOYO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670422"" target=""_blank"">44670422</a>",19/04/2021,;62 PONIENTE // //PRIV DE LA 5 DE MAYO,GUADALUPE VICTORIA/PUEBLA/PUEBLA,19:02:34,PERSONA AGRESIVA,"19.069227909673987, -98.18659138848636","REFIERE LA PETICIONARIA QUE APROX 8 PERSONAS, ANDAN CORRETEANDO A UN MASCULINO VAN EN UNA, CAMIEONET JEEP NEGRA, SE INFORMA A SUPERVICION DE MANERA PERSONAL, UNIDAD VP-408/ GALLARDO VELEZ OMAR /CAMPOS ORTIZ, ALFONSO, LA UNIDAD EN EL LUGAR NEGATIVO DE PETICIONARIO, ASI MISMO NADIE INFORMA NADA ASI MISMO SE REGRESA, LLAMADA Y NO RESPONDEN"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670426"" target=""_blank"">44670426</a>",19/04/2021,; PRIVADA H 13 NORTE SOBRE LA 112 PTE ENTRE PRIVADA G Y H,REAL DE GUADALUPE/PUEBLA/PUEBLA,19:03:53,PERSONA EN SITUACION DE CALLE,"19.09236781973571, -98.18081886328008","W: 1 CHAT:  REAL GPE, REPORTE ESTA UN SEÑOR AL PARECER INDIGENTE QUE NO, SE QUIERE RETIRAR DE UNA CASA VACÍA PODRÍAN, ENVIAR UNA PATRULLA POR FAVOR, ACUDE UNIDAD VP-119-POL. CANO ZAVALA BRUNO LUIS, DAVID-POL. JUAREZ MARTINEZ LEONEL, POR PARTE DE TORRE 1 SE LE REGRESA LLAMADA, TELEFONICA A PETICIONARIO DE NOMBRE MARIA, RODRIGUEZ CON NUMERAL 2212303535 QUE INDICA QUE, YA SE ENCUENTRA LA UNIDAD  VP-119-POL. CANO, ZAVALA BRUNO LUIS DAVID-POL. JUAREZ MARTINEZ, LEONEL LA UNIDAD EN EL LUGAR NOS REFIER QUE SE, ENTREVISTA CON PETICIONARIA DE NOMBRE MARIA, RODRIGUEZ QUE LE INDICA QUE UN MASCULINO AL, PARECER INDIGENTE  ESTABA EN SU CASA Y NO SE, QUERIA RETIRAR, AL LLEGAR LA UNIDAD YA NO SE, ENCONTRABA A DICHO MASCULINO, POR LO QUE LA, UNIDAD HACE PERIFONEO EN LA ZONA, LA UNIDAD, INDICA QUE TODO SE ENCUNETRA SIN NOVEDAD, LA, UNIDAD CONTINUA CON SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670431"" target=""_blank"">44670431</a>",19/04/2021,;CARMEN SERDAN ENTRE CLARA,6 DE JULIO/PUEBLA/PUEBLA,19:05:08,OTROS ACTOS RELACIONADOS CON LA SEGURIDAD COLECTIVA,"19.087841821548235, -98.11928154635164","6 DE JUNIO,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,PUEBLA,MX, PET REPORTA QUE DESDE LA 13 HRS ESTAN HACIENDO, DISTURBIOS, TOMANDO EN VIA PUBLICA AL PARECER Y TIENEN LA, MUSICA A TODO VOLUMEN, TEL CEL OK, UNIDAD JA-014 ABORDO LO ELEMENTOS: S/PPENICHE, GONZALEZ NEFTHALI  Y S/P GARRIGOS DIAZ WENDOLYN, UNIDAD JA-014 ENEL LUGAR INFORMA AL HACER, PRESENCIA LA UNIDAD DISMINUYEN VOLUMEN, EL PUNTO, HASTA EL MOMENTO SIN NOVEDAD."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670467"" target=""_blank"">44670467</a>",19/04/2021,; NUEVO LEON NUM 328 /// MORELOS,MEXICO 83/PUEBLA/PUEBLA,19:10:35,RUIDO EXCESIVO,"19.082923564729075, -98.17210330197696","REPORTA A SUS VECINOS DE A LADO LOS CUALES TIENEN, MUSICA EN ALTO VOLUMEN DESDE HACE APROXIMADAMENTE, 6 HRS, SOLICITA A UNIDAD DE POLICIA PARA QUE REALICEN, LAS INDICACIONES PERTINENTES TELCEL OK, UNIDAD VP-228 ABORDO LOS ELEMENTOS:  S/P CANTU, REYES ALICIA  NEGATIVO DE ALGUN RUIDO EN EL LUGAR, ESTA SIN ALTERACION CONTINUA LA UNIDAD."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670469"" target=""_blank"">44670469</a>",19/04/2021,; DEMÓCRITO ENTRE PARMÉNIDES Y EMMANUEL,UNIDAD SATELITE MAGISTERIAL/PUEBLA/PUEBLA,19:10:54,PERSONA SOSPECHOSA,"19.047272422940747, -98.15660637314106","W: 1 CHAT:  PARTICULAR, REPORTE   ESTA DOS HOMBRE UN POCO SOSPECHOSOS, POR MI COLONIA HAN ESTADO ROBANDO MUCHO.... Y, AHORITA, UNIDAD VP-313 A BORDO CESAREO HERMENEGILDO ÁNGELA, MICHELL Y  JIMENEZ SANTIAGO MANUEL., UNIDAD VP-318 VALDERRAMA CRUZ JOSÉ DANIEL Y, BAROJAS BAUTISTA ÁNGEL JAVIER. EN EL LUGAR ,, INDICA QUE SE TRATA DE DOS PERSONAS DE ASPECTO, INDIGENTE, A LAS CUALES SE LES RETIRA DEL PUNTO, QUEDANDO SIN NOVEDAD , VIA TELEFONICA MENCIONA, PETICIONARIA QUE NO ESTA EN EL LUGAR"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670484"" target=""_blank"">44670484</a>",19/04/2021,; 9 SUR ESQ. 43 PTE,PRADOS AGUA AZUL/PUEBLA/PUEBLA,19:12:59,APOYO A LA CIUDADANIA,"19.031338832117793, -98.21433860197762","[CELL], PETICIONARIO REFIERE DE VEHICULO NO QUIERE, ARRANCAR, PET REFIERE FALLA MECANICA, PETICIONARIO REFIERE DE CAMIONETA WINDSTAR COLOR, BLANCO PLACAS TYR9206, PET REFIERE SE LLEVARÀ A LA COL. HUEXOTITLA, O COL. GABRIEL PASTOR 2DA SECCION, DATOS GENERALES DE APOYO A LA CIUDADANÍA::, 19/ ABRÍL/ 2021 FOLIO DERI:   *44670484 * FOLIO, DEL APOYO: ~ 3461 ~ ""D"" 21      NOMBRÉ:, C. MIGUEL ÁNGEL FLORES JIMÉNEZ  CELULAR:, 2211757007 DATOS DE LA UNIDAD A REMOLCAR:  MARCA:, FORD MODELO: WINDSTAR AÑO: 1996 COLOR: BLANCA, PLACAS: TYR 92 06 PUE.   MOTIVÓ \: FALLA MECÁNICA, DÓNDE INICIA: CALLE 9 SUR Y 43 PONIENTE COL., PRADOS AGUA AZUL  DÓNDE FINALIZA :: CALLE, BARCELONA Y BOULEVARD VALSEQUILLO COLONIA:: LAS, PALMAS  DESCRIPCIÓN DEL APOYO : SE TRASLADA LA, UNIDAD AL TALLER MECÁNICO  NOMBRE DEL OPERADOR DE, GRÚA: ALFONSO PÉREZ R. NÚMERO ECONÓMICO DE LA, GRÚA:     SSC - 132  SI CUENTA CON, LECTOR QR."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670485"" target=""_blank"">44670485</a>",19/04/2021,;CALLE TLAPACOYA //JUQUILITA,SAN MIGUEL CANOA/PUEBLA/PUEBLA,19:13:05,PERSONA AGRESIVA,"19.14235864459142, -98.10682832537971","REFIERE LA PETICIONARIA QUE SE FUERON A METER A, SU CASA EL PROBLEMA ES POR UN MENOR LA EX PAREJA, DE LA PERSONA, TEL CEL OK, UNIDAD VP-227  ABORDO LOS ELEMENTOS: S/P PRIMO, ALVARADO MARIANA  Y S/P ROSALES CASEREZ EDUARDO, CELL AV 80 PTE 908, 111553, ***2DA LLAMADA 229 930-4430 PREGUNTA POR LA, UNIDAD, ****3RA LLAMADA 221 589-4187 PREGUNTA POR LA, UNIDAD, REF QUE SECUSTRARON A UN MENOR DE 2 AÑOS, SUS, ABUELOS PATERNOS, AUTO COLOR ROJO, SE ENTREVISTAN CON GUILLERMINA ZEPEDA 2228641512, LA CUAL REFIERE TENER PROBLEMAS CON SU PAREJA ASI, SOLO REQUERIA PROCEDIMEINTOS PARA MAS ADELANDE, PUEDA HACER SU DENUNCIA CORRERSPONDIENTE AGRADECE, EL APOYO Y CONTINUA LA UNIDAD SU RECORRIDO.  ES, EL MISMO DE ESTE FOLIO 44670563"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670502"" target=""_blank"">44670502</a>",19/04/2021,"; 19.150638, -98.096815ESQUINA CON CALLE DE LAS FLORES, COMO REFERENCIA ES CERCA DEL JAGUEY",LOS ANGELES/PUEBLA/PUEBLA,19:15:13,TENTATIVA DE PRIVACION DE LA LIBERTAD,"19.150881229084288, -98.09684718848531","W: 3 CHAT :PARTICULAR, INDICAN QUE SACARON AL MENOR CON ARMAS, SE LE REGRESA LLAMADA AL 2226610681   PERSONA QUE, REPORTA, SIN EXITO, 19.150638, -98.096815, TIENE CONOCIMIENTO OMEGA 2 CANAL DE MANDOS, INFORMA JEFE OMGEA 2 CANAL DE MANDOS YA EN EL, LUGAR LA UNIDAD DE LA ZONA, SE ATIENDE EN EL FOLIO 44670485"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670506"" target=""_blank"">44670506</a>",19/04/2021,; GRAN AVENIDA // 18 Y 14 PTE,LAS HADAS MUNDIAL 86/PUEBLA/PUEBLA,19:16:12,VIOLENCIA FAMILIAR,"19.059273501050868, -98.21357768663174","CELL DIAG DEFENSORES DE LA REPUBLICA/PRV 16 PTE, 112167, PET SOLO INDICA QUE TIENEN UN PROBLEMA FAMILIAR, PET REF QUE SU ESPOSA SE LE ESTA PONIENDO MUY, AGRESIVA ALTERADA Y DIFICIL, PET REFQ UE PREFIERE QUE ACUDA LA POLICIA A SU, CASA AUQUE REF PE QUE NO SABE EL NUMERO DE CASA, NO SABE NUMERAL COMENTA QUE EL EL SALDRA CUANDO, ESCUCHE LA UNIDAD DE PATRULLA, TEL CEL OK, //, ENTERADA TELMUJER, //, UNIDAD VP-410  TELLEZ SOLIS MANUEL ALEJANDRO /, ZEPEDA NOLASCO MARIA GUADALUPE, SE REGRESA LA LLAMADA Y NEGATIVO DE QUE RESPONDA, LA PETICIONARIA ASI MISMO EN EL LUGAR LA UNIDAD, DE PE. 1051 Y NADIE INFORMA ALGO, //, ENTERADA TELMUJER"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670522"" target=""_blank"">44670522</a>",19/04/2021,; CALLE AZTECA MANZANA 43 LOTE 2//,SAN ANDRES AZUMIATLA/PUEBLA/PUEBLA,19:17:57,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"18.90127014637348, -98.25511684220996","REPORTA QUE   ENTRARON A SU DOMICLIO    Y, ENVENENARON AL  GATO  Y EL PERRO, HECHOS  QUE LE GENERA  INSEGURIDAD   POR SUS, MENORES  HIJOS, Y  SOSPECHA QUE DICHO ACTO  LO  HAYA HECHO EL, VECINO,   EN ESPERA DE LA  UNIDAD  DE  APOYO,   TEL CEL, OK, N    O T   A  .- SE LE REGERESA LA LLAMADA A, PETIIONARIO AL TELEFONO CELULAR 1444  MENORES, DEEDCAD DESCONOEN LA COLONIA, REPORTANTE  REFIERE QUE  SU MENOR  HIJA  DE 12, AÑOS     TOMO  LA LLAMADA  Y  SEGUNDOS DESPUES, CORTARON LA LLAMADA  EL POLICIA  QUE  MARCO, EN ESPERA DE QUE INTENTEN REGRESAR LA LLAMADA  DE, NUEVO,   TEL CEL, OK"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670527"" target=""_blank"">44670527</a>",19/04/2021,"; ANILLO PERIF. ECOLÓGICO KM 4.5, 72700 PUEBLA, PUE.",PUEBLA/PUEBLA/PUEBLA,19:18:32,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"19.113153196910144, -98.27850735964938","*/*/*INGRESO DE LA UNIDAD P-09 AL MANDO DEL, POLICIA AGUSTIN VELAZQUEZ RAMOS CON 3 ELEMENTOS, MAS , Y CON 2 CIVILES, SIN PORTAR ARMAS DE FUEGO, SE BOLETINA A LAS UNIDADES DEL MUNICIPIO DE, PUEBLA, SE TRANSFIERE A EXT.16000, RECIBE OP.10174"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670528"" target=""_blank"">44670528</a>",19/04/2021,;CERRADA B DE COMONFORD Nº 5//,SAN JERONIMO CALERAS/PUEBLA/PUEBLA,19:18:42,PERSONA AGRESIVA,"19.09191721691904, -98.2114252811444","TEL CEL OK, PET REF QUE SU EX PAREJA ESTA EN SU CASA PATENADO, LA PUERTA Y QUERIENDO JALONEAR A SUS HIJOS, YA, QUE TIENEN PROBLEMAS LEGALES, REF QUE MASC ESTA DROGADOO CON PVC, ACUDE UNIDAD VP-120  -POL. MALAGA BENITEZ JORGE, -POL. RUIZ CALDERON CARLOS ANTONIO, INFORMA LA UNIDAD VP-114-POL. ORTIZ BENITEZ ROSA, DEL CARMEN-POL. LOPEZ PLIEGO FRANCISCO. SE, ENTREVISTA CON PAOLA ARUMI VAZQUEZ NUMERAL, 2216702751 SOLO QUERIA QUE EL MASCULINO SE RETIRE, SE LE INDICAN PROSEDIMIENTOS A SEGUIR QUEDA SIN, NOVEDAD."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44670535"" target=""_blank"">44670535</a>",19/04/2021,; 11 NRTE/// 4 Y 6 PTE,PUEBLA CENTRO/PUEBLA/PUEBLA,19:20:23,PERSONA AGRESIVA,"19.050956034874655, -98.20492504430463","PET REF QUE LO BAJARON DEL METROBUS Y ENSEÑARON, SUS PAPELES, QUE PORQUE SEGUN ESE METROBUS ES DE, MUJERES Y JALONEARON A SU ESPOSA PET REF LO, BAJARON A EL A SU ESPOSA Y A SU HIJO, PET REF QUE ES UNA DISCRIMINACION QUE EL ES CIEGO, NO VE , PERO COMENTA QUE EL METROBUS TIENE UN, CAJON QUE ES PARA INCAPACITADAS, *** DISCAPACITADA***, PET PIDE APOYO DE LAS UNIDADES DE POLICIAS, TEL CEL OK, CICLO 03 POL. JIMENEZ LUNA FRANCISCO JAVIER, CICLO 03 POL. JIMENEZ LUNA FRANCISCO JAVIER, INFORMA EL ELEMENTO JORGE ELVERA CABALLERO  22, 15812201 QUE SE SIENTA UN MASCULINO EN UN ASIENTO, EXCLUSIVO DE MUJERES SE LE INFORMA Y ESTE SE, TORNA AGRESIVO SE BAJA DEL TRANSPORTE E INSULTA A, LOS  GUARDIAS DE SEGURIDAD Y SE SETIRA DEL LUGAR, AL ARRIBAR LA UNIDAD EL MASCULINO YA NO SE, ENCUENTRA LA UNIDAD CONTINUA CON SU RECORRIDO"
